,,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
58463,58463,0.156104385,64,0,1.911665291,5388,17,0,1,0,0,0
58464,58464,0.001166086,89,0,0.130343483,6666,7,0,1,0,0,0
58465,58465,0.441064708,63,0,0.690855239,2700,5,0,1,0,0,0
58466,58466,0.520403061,55,0,0.308353478,11168,6,0,1,0,2,0
58467,58467,0.047085261,37,0,0.280281921,6100,13,0,1,0,2,0
58468,58468,0,29,0,0.067260498,5500,5,0,0,0,2,0
58469,58469,0.063772399,44,0,0.381016584,7416,10,0,1,0,2,0
58470,58470,0.0023912,35,0,0.024975025,1000,6,0,0,0,0,0
58471,58471,0.003799873,37,0,1.911665291,5388,5,0,1,0,0,0
58472,58472,0.050621811,67,0,1.911665291,5388,6,0,0,0,0,0
58473,58473,0.32733668,43,0,0.521534176,12597.5,10,0,2,0,3,1
58474,58474,0,48,0,0.371689177,12597.5,11,0,2,0,1,0
58475,58475,0.9999999,29,0,0.210643841,2686,1,0,0,1,1,0
58476,58476,0.9999999,55,2,1.911665291,5388,2,0,1,1,0,0
58477,58477,0.055502599,36,0,1.911665291,5388,10,0,1,0,0,0
58478,58478,0.9999999,44,1,0.144175743,5416,1,1,0,1,3,0
58479,58479,0.081352351,52,0,0.272372592,4100,6,0,1,0,3,0
58480,58480,0.9999999,48,0,1.911665291,5388,1,0,0,0,0,0
58481,58481,0.450982871,73,0,1.027410513,3100,15,0,1,0,1,0
58482,58482,0.0478773,52,0,0.302498965,7242,9,0,2,0,0,0
58483,58483,0.007380011,54,0,1.911665291,5388,16,0,2,0,0,0
58484,58484,0.9999999,46,0,1.911665291,5388,0,0,0,0,0,0
58485,58485,0.123591761,52,0,0.485785692,3200,5,0,1,0,2,0
58486,58486,0,69,0,0.21592703,5700,5,0,0,0,0,0
58487,58487,0.906067259,44,0,0.441460004,12597.5,6,0,2,0,0,0
58488,58488,0.073037079,37,0,1.911665291,5388,5,0,1,0,0,0
58489,58489,0.053105208,68,0,1.911665291,5388,9,0,1,0,0,0
58490,58490,0.009374885,62,0,0.362041159,12597.5,26,0,2,0,1,0
58491,58491,0.256112509,30,0,0.253876417,4320,5,0,2,0,2,0
58492,58492,0,80,0,1.911665291,5388,3,0,0,0,0,0
58493,58493,0.741750266,39,1,0.320686419,7458,5,0,2,1,3,0
58494,58494,0.162416927,65,0,0.491388045,6908,10,0,2,0,1,0
58495,58495,0,29,0,1.911665291,5388,3,0,1,0,0,0
58496,58496,0.9999999,43,0,0.178856544,12400,7,0,1,0,1,0
58497,58497,0,30,0,0.275177026,5083,15,0,0,0,0,0
58498,58498,0.9999999,30,0,0.024404587,3400,1,0,0,0,0,0
58499,58499,0,65,0,0.209853708,5946,8,0,1,0,0,0
58500,58500,0.268798435,59,0,0.522849214,5404,14,0,1,0,1,0
58501,58501,0.9999999,83,0,0.32960199,1607,1,0,0,0,0,0
58502,58502,0.742359028,41,0,0.541458369,5800,10,0,1,0,2,0
58503,58503,0.684319482,47,0,0.486089054,12597.5,18,0,3,0,1,0
58504,58504,0,70,0,0.450498339,3009,10,0,1,0,0,0
58505,58505,0.00044442,29,0,0.411237504,2900,6,0,0,0,0,0
58506,58506,0.604039596,35,0,0.69593709,6866,5,0,2,0,0,0
58507,58507,0.310684466,39,0,0.249804365,11500,16,0,1,0,0,0
58508,58508,0.216641492,36,0,0.719117815,8750,11,0,2,0,2,0
58509,58509,0.870967742,50,0,0.296361399,11377,12,0,1,0,0,0
58510,58510,0.926610419,61,0,0.23159605,8000,11,0,0,0,0,0
58511,58511,0.157536985,26,0,0.319536093,5000,7,0,1,0,0,0
58512,58512,0.654924703,61,0,1.911665291,5388,13,0,1,1,0,0
58513,58513,0.016379392,25,0,1.911665291,5388,3,0,0,0,3,0
58514,58514,0.035928144,60,1,0.120852641,5394,2,0,0,0,0,0
58515,58515,0.339953013,73,0,0.174750831,3009,11,0,0,0,0,0
58516,58516,0.22181242,39,2,0.190311419,2600,12,1,0,0,0,0
58517,58517,1.018596281,22,0,1.911665291,5388,1,0,0,0,0,0
58518,58518,0.009726831,64,0,0.00174216,3443,3,0,0,0,0,0
58519,58519,0.297430705,31,0,0.422425033,2300,8,0,0,0,3,0
58520,58520,0.218158407,78,0,1.911665291,5388,4,0,0,0,0,0
58521,58521,0.00585603,47,0,0.280813653,5800,7,0,2,0,0,0
58522,58522,0.531289059,50,0,0.357476116,4500,7,0,1,0,2,0
58523,58523,0.35565017,39,0,0.537658298,4500,14,0,2,0,2,0
58524,58524,0.03804649,62,0,0.003999619,10500,15,0,0,0,0,0
58525,58525,0.058992071,55,0,0.280830671,12519,11,0,2,0,0,0
58526,58526,0.017749556,47,0,0.161854768,8000,5,0,1,0,2,0
58527,58527,0.9999999,51,0,1.911665291,5388,5,0,2,0,0,1
58528,58528,0.150722337,61,0,0.25373337,7365,17,0,2,0,0,0
58529,58529,0.421395127,62,0,0.569198439,3330,9,0,0,2,1,1
58530,58530,0.73069718,34,1,0.645770513,6300,15,0,1,0,2,1
58531,58531,0.458383073,49,1,0.351301458,5416,7,0,2,0,1,0
58532,58532,0.555676137,56,0,0.244191636,6240,4,0,1,0,2,0
58533,58533,0.330649608,46,0,1.911665291,5388,4,0,0,0,4,0
58534,58534,0.149807879,32,0,0.748750329,3800,12,0,1,0,1,0
58535,58535,0.485359234,49,2,0.127632043,8500,4,0,1,0,6,0
58536,58536,0.166996716,47,0,0.615627966,3160,12,0,1,0,0,0
58537,58537,0.589167271,47,0,1.911665291,5388,8,0,1,0,0,0
58538,58538,0.350608576,78,0,0.350588758,4500,8,0,2,0,0,0
58539,58539,0.862906603,42,2,0.69143078,10350,13,3,2,2,2,1
58540,58540,0.342471479,47,1,0.120083802,10500,8,0,0,0,2,0
58541,58541,0.004411579,62,0,1.911665291,5388,20,0,2,0,0,0
58542,58542,0.059226213,76,0,0.433826469,2500,7,0,1,0,0,0
58543,58543,0.01569177,63,0,0.507323569,750,6,0,0,0,0,0
58544,58544,0,69,0,1.911665291,5388,5,0,1,0,0,0
58545,58545,0.9999999,41,0,0.236108547,10833,4,0,1,0,3,0
58546,58546,0.051875165,66,0,1.911665291,5388,5,0,0,0,0,0
58547,58547,0.435849632,32,0,0.869656438,3812,16,0,1,0,4,0
58548,58548,0.302208889,35,1,0.074295723,6850,6,0,0,3,1,0
58549,58549,0.560351134,29,1,0.161693936,3116,4,0,0,0,0,0
58550,58550,0.058679707,36,0,0.528447575,7381,15,0,2,0,1,0
58551,58551,0.296735163,77,0,1.911665291,5388,4,0,0,0,0,0
58552,58552,0.34423699,38,0,0.524547168,12200,18,0,3,0,1,0
58553,58553,0.652902749,42,0,0.389309063,7800,12,0,3,0,5,0
58554,58554,0.080257236,75,1,0.45821266,4833,11,0,1,0,1,0
58555,58555,0.022381011,76,0,0.161352041,1567,10,0,0,0,0,0
58556,58556,0.0247779,53,0,0.050406165,4800,6,0,0,0,0,0
58557,58557,0.9999999,33,1,0.165107914,2779,3,2,0,0,1,0
58558,58558,0.340552854,36,0,0.141892905,6666,5,1,0,0,2,0
58559,58559,0.129413209,73,0,0.28769195,8595,14,0,1,0,0,0
58560,58560,0.049197154,54,0,0.39245283,6359,11,0,1,0,4,0
58561,58561,0.064228029,70,0,0.233862204,4600,12,0,1,0,0,0
58562,58562,0.071231311,53,0,0.005787951,3800,1,0,0,0,0,0
58563,58563,0.081574154,55,0,0.092948838,12597.5,7,0,1,0,2,0
58564,58564,0.11103422,73,0,0.249436822,4882,5,0,1,0,0,0
58565,58565,0.053148236,63,0,0.682874122,1850,9,0,0,0,0,0
58566,58566,0.022951822,62,0,0.19266131,12072,11,0,1,0,0,0
58567,58567,0.267695165,69,0,0.085320455,9938,3,0,0,0,0,0
58568,58568,0.004554305,66,0,0.007929667,5800,4,0,0,0,0,0
58569,58569,0.208754104,69,1,0.337115714,7578,20,1,1,0,1,0
58570,58570,0,31,1,0.421263123,6000,5,0,1,1,1,0
58571,58571,0.698614484,47,0,0.199676201,5558,4,0,0,0,0,0
58572,58572,0.005737258,70,0,1.911665291,5388,2,0,0,0,0,0
58573,58573,0.093943061,55,0,0.337946943,1733,7,0,0,0,0,0
58574,58574,0.521396308,38,0,0.627596934,9000,16,0,4,0,2,0
58575,58575,2.079734219,28,0,0.364392679,3004,1,3,1,0,0,1
58576,58576,0.044932135,41,0,1.911665291,5388,3,0,1,0,0,0
58577,58577,0.288661291,30,0,0.504602668,5322,8,0,2,0,2,0
58578,58578,0.646390499,52,0,0.66050563,4706,13,0,1,0,0,0
58579,58579,0.112621594,50,0,1.911665291,5388,9,0,2,0,0,0
58580,58580,0.627971564,77,0,1.424103738,1310,9,0,1,0,0,0
58581,58581,0,61,0,0.860027994,5000,12,0,2,0,0,0
58582,58582,0.085524381,74,0,0.322860686,4837,7,0,2,0,0,0
58583,58583,0,61,0,0.385973381,12597.5,5,0,1,0,0,0
58584,58584,0.024543884,53,0,1.911665291,5388,11,0,1,0,0,0
58585,58585,0.508905197,40,0,0.115735533,8000,6,0,0,0,1,0
58586,58586,0.9376971,41,0,0.113147809,6000,2,0,0,0,0,0
58587,58587,0.0100309,54,0,0.003386809,5609,7,0,0,0,0,0
58588,58588,0.00649159,74,0,0.512905912,1200,11,0,1,0,0,0
58589,58589,0.309559665,38,0,0.940901112,3417,13,0,2,0,3,0
58590,58590,0.166777763,77,0,1.911665291,5388,5,1,1,1,0,0
58591,58591,0.346855984,53,0,1.911665291,5388,23,0,1,0,0,0
58592,58592,0.286897892,52,0,0.278368186,2916,10,0,0,0,2,0
58593,58593,0.011920457,28,0,1.911665291,5388,8,0,2,0,0,0
58594,58594,0,44,0,0.273254129,3450,8,0,1,0,0,0
58595,58595,0.271145771,30,0,0.173592493,2983,3,0,0,0,0,0
58596,58596,5.39E-05,37,1,0.19848346,12000,18,0,2,0,1,0
58597,58597,0.069202374,48,0,1.911665291,5388,4,0,1,0,0,0
58598,58598,0.200465802,56,1,0.231916352,5833,13,0,1,0,0,0
58599,58599,0.041682748,46,0,1.911665291,5388,3,0,0,0,0,0
58600,58600,0.076054265,37,0,0.208547595,8750,7,0,1,0,0,0
58601,58601,0.138503328,66,0,1.911665291,5388,4,0,1,0,0,0
58602,58602,1.004090723,65,1,0.265844241,10618,11,0,2,0,0,0
58603,58603,0.047116943,59,0,0.015393724,12597.5,15,0,0,0,2,0
58604,58604,0.395418521,64,1,0.900215252,6503,12,0,2,0,0,0
58605,58605,0.022784936,44,0,0.687484003,3906,8,0,2,0,2,0
58606,58606,0.026093996,41,0,0.080242042,3800,5,0,0,0,0,0
58607,58607,1,27,0,0.268362201,4560,6,2,1,0,2,1
58608,58608,0.038886347,26,0,0.485676216,1500,5,0,0,0,0,0
58609,58609,0,48,0,0.505915681,6000,7,0,2,0,1,0
58610,58610,0.093520299,54,0,0.336940837,5543,10,0,0,0,1,0
58611,58611,0.382486054,43,0,0.231208713,5600,6,0,1,0,0,0
58612,58612,0.142176648,49,0,0.019633508,9167,5,0,0,0,1,0
58613,58613,0.147188679,50,0,0.197206571,12597.5,7,0,1,0,3,0
58614,58614,0.006404901,61,0,1.911665291,0,13,0,1,0,0,0
58615,58615,0.153095536,66,0,1.911665291,5388,13,0,3,0,1,0
58616,58616,0.588211066,65,0,0.366579178,8000,6,0,1,0,0,0
58617,58617,0.99491709,53,1,0.02374324,12597.5,4,0,0,0,1,0
58618,58618,0.409772966,66,0,0.514362057,4490,12,0,2,0,0,0
58619,58619,0.713223908,59,0,1.911665291,7500,13,0,3,0,0,0
58620,58620,0,26,0,0.108951284,4166,7,0,0,0,0,0
58621,58621,0.035689488,34,0,0.058288149,5163,3,0,0,0,2,0
58622,58622,0,28,0,0.20232685,5500,5,0,2,0,0,0
58623,58623,0,21,0,0,898,1,0,0,0,0,0
58624,58624,0.101323683,28,0,0.051344304,11120,4,0,0,0,0,0
58625,58625,0.038693487,44,0,1.911665291,5388,17,0,1,0,0,0
58626,58626,0.210631561,25,0,0.678440926,820,5,0,0,0,0,0
58627,58627,0.026343338,42,1,1.911665291,5388,11,0,1,0,0,0
58628,58628,0.003618735,74,0,1.911665291,5388,11,0,0,0,0,0
58629,58629,0.9999999,41,0,0.022419187,1917,0,2,0,0,0,0
58630,58630,0.029035836,74,0,0.015328224,3000,7,0,0,0,0,0
58631,58631,0.689192567,40,3,0.03209525,7726,5,0,0,0,1,0
58632,58632,0.00014634,48,0,0.13842757,10416,10,0,1,0,4,0
58633,58633,0.319912223,45,0,0.467391304,10763,13,0,1,0,2,0
58634,58634,0.030042729,68,0,0.285714286,2225,11,0,1,0,0,0
58635,58635,0.411458854,49,0,1.022491967,2800,6,0,1,0,0,0
58636,58636,0.321438591,64,4,0.565317255,12597.5,20,0,4,0,1,0
58637,58637,0.9999999,68,1,0.916541729,2000,4,1,1,2,1,1
58638,58638,0.036736426,63,0,0.207856297,5065,9,0,1,0,0,0
58639,58639,0.005714038,49,0,0.635036496,3150,6,0,1,0,2,0
58640,58640,0.369521359,37,0,0.181925113,5100,15,0,0,0,0,0
58641,58641,0.00519896,37,0,0,5388,1,0,0,0,0,0
58642,58642,0.726848767,39,0,0.082592786,3825,2,0,0,0,2,0
58643,58643,0.918871252,48,1,0.141234712,3433,2,3,0,0,1,0
58644,58644,0.9999999,21,0,0.037023325,2700,1,0,0,0,0,0
58645,58645,0.984816313,58,0,1.22112462,2631,14,0,2,0,0,0
58646,58646,0.044858763,51,0,1.911665291,5388,12,0,1,0,0,0
58647,58647,0.302474838,41,1,0.111577684,5000,9,0,0,0,2,0
58648,58648,0.06419679,53,0,1.911665291,5388,2,0,0,0,0,0
58649,58649,0.167113315,44,0,0.299253882,4958,7,0,1,0,1,0
58650,58650,0.100629979,40,0,0.05398426,8131,8,0,0,0,1,0
58651,58651,0.032224968,73,0,0.026389444,2500,7,0,0,0,0,0
58652,58652,0.930560667,35,2,0.212223587,6511,15,0,0,0,2,1
58653,58653,0.112095268,58,0,1.911665291,5388,10,0,1,0,3,0
58654,58654,0.273790964,37,0,0.204322796,9900,11,0,1,0,0,0
58655,58655,0.291253113,53,0,0.47374473,2608,12,0,0,0,0,0
58656,58656,0.9999999,43,0,0.359590793,5864,3,0,1,0,2,0
58657,58657,0,55,0,0.212840944,6525,8,0,1,0,4,0
58658,58658,0.044265101,59,0,0.066109869,8500,6,0,0,0,1,0
58659,58659,0.366175237,50,1,0.310187532,7891,10,0,1,0,0,0
58660,58660,0.051489186,62,0,0.016283388,7000,7,0,0,0,0,0
58661,58661,0.136035536,39,0,1.911665291,5388,1,0,0,0,0,0
58662,58662,0,56,0,1.718912435,2500,15,0,2,0,0,0
58663,58663,0.9999999,36,0,0.013433302,3200,5,2,0,0,1,0
58664,58664,0.705515487,31,2,0.539481738,4900,9,0,1,0,2,1
58665,58665,0.071217314,37,0,0.19,4799,7,0,1,0,0,0
58666,58666,0.393191722,46,0,0.528700419,6201,11,0,1,0,4,0
58667,58667,0.086927525,54,0,0.36899262,12597.5,24,0,2,0,0,0
58668,58668,0.383002073,54,0,0.07700486,6583,7,0,0,0,0,0
58669,58669,0.098163395,52,1,0.326612903,8183,10,0,1,0,0,0
58670,58670,0.254760787,54,0,0.291896648,12500,10,0,2,0,3,0
58671,58671,0.434713057,61,1,1.911665291,5388,7,0,1,0,2,0
58672,58672,0.511648835,34,1,0.458513829,3000,4,1,0,0,0,0
58673,58673,1.731343284,32,2,0.107732981,3025,2,2,0,0,2,0
58674,58674,0.355023989,52,0,0.54784,12499,10,0,4,0,1,0
58675,58675,0.012696569,32,0,0.148349163,2210,7,0,0,0,0,0
58676,58676,0.024079358,50,0,1.008695652,2989,8,0,1,0,0,0
58677,58677,0.038678183,58,0,1.911665291,5388,11,0,2,0,0,0
58678,58678,0.467295059,30,0,0.349060376,2500,8,0,0,0,0,0
58679,58679,0,57,0,0.640194489,1850,9,0,1,0,0,0
58680,58680,0.482103579,33,1,0.083367811,4833,5,1,0,1,1,0
58681,58681,0.038340425,45,0,0.273552956,6495,6,0,1,0,0,0
58682,58682,0.186403371,51,1,0.341575463,7400,5,0,1,0,1,0
58683,58683,0,57,1,0.835877608,12597.5,10,0,3,0,1,0
58684,58684,0,58,0,1.911665291,5388,11,0,3,0,0,0
58685,58685,0.165467921,58,0,1.911665291,5388,17,0,2,0,0,0
58686,58686,0.408835085,43,0,0.245504067,12597.5,9,0,2,0,2,0
58687,58687,0,73,0,1.911665291,5388,6,0,1,0,1,0
58688,58688,0.050893398,65,0,0.122822051,3500,14,0,0,0,0,0
58689,58689,0.660773569,46,1,0.18362024,5750,6,0,0,0,1,0
58690,58690,0.9999999,38,0,1.911665291,5388,2,0,2,0,0,0
58691,58691,0.053989295,48,0,0.402162824,4900,8,0,2,0,1,0
58692,58692,0.185686483,29,0,0.149036943,9500,7,0,1,0,0,0
58693,58693,0.067299237,52,0,0.383540023,4434,13,0,2,0,2,0
58694,58694,0.042006888,62,0,0.374527589,5291,22,0,1,0,0,0
58695,58695,0.9999999,52,0,0.096652659,6900,3,0,1,0,1,0
58696,58696,0.542338211,53,0,0.346949976,12597.5,7,1,2,0,3,0
58697,58697,0.224355129,39,0,0.258498867,7500,8,0,1,0,0,0
58698,58698,0.394904204,32,0,1.911665291,1400,8,0,3,0,1,0
58699,58699,0.114150334,78,0,0.0439956,10000,11,0,1,0,0,0
58700,58700,0.000271147,60,1,0.139099167,5283,11,0,0,0,0,0
58701,58701,0.026981509,63,0,0.117277363,8432,7,0,2,0,0,0
58702,58702,0,24,0,0,400,1,0,0,0,0,0
58703,58703,0.752646695,67,0,0.477360129,8060,15,0,0,0,1,0
58704,58704,0.050555613,56,0,0.212582542,12597.5,12,0,3,0,0,0
58705,58705,0.141353585,40,0,0.17136275,11285,6,0,2,0,0,0
58706,58706,0.000730136,71,0,0.03519648,10000,9,0,0,0,1,0
58707,58707,0.391578373,31,0,0.378163241,8416,10,0,1,0,0,0
58708,58708,0.047129392,48,0,0.420753645,5280,12,0,2,0,4,0
58709,58709,0.056979746,85,0,0.025911708,2083,3,0,0,0,0,0
58710,58710,0,52,0,0.221367587,12597.5,7,0,2,0,7,0
58711,58711,0,75,0,0.053531038,3978,4,0,1,0,0,0
58712,58712,0.9999999,38,0,0,5388,0,0,0,0,0,0
58713,58713,0.005687275,71,0,0.208697826,4000,10,0,0,0,0,0
58714,58714,0,72,0,0,2700,2,0,0,0,1,0
58715,58715,0.948255611,32,0,0.565855897,8715,11,0,4,0,1,0
58716,58716,0,32,0,1.911665291,5388,5,0,1,0,2,0
58717,58717,0.394072997,36,0,1.911665291,0,8,0,1,0,1,0
58718,58718,0,85,0,1.911665291,5388,5,0,1,0,0,0
58719,58719,0.932665355,50,0,0.609535681,6417,13,0,1,0,0,0
58720,58720,0.033095517,80,0,0.009017133,5544,6,0,0,0,0,0
58721,58721,0.303421015,47,0,1.911665291,5388,5,0,1,0,0,0
58722,58722,0.9632377,33,2,0.32251972,9000,5,1,1,1,1,0
58723,58723,0.06822324,31,0,1.911665291,5388,2,0,0,0,0,0
58724,58724,0.9999999,35,0,0.189107413,2643,1,0,0,0,5,0
58725,58725,0.005709421,81,0,0.001621797,6165,7,0,0,0,0,0
58726,58726,0.271480609,61,0,0.447328423,8552,8,0,2,0,0,0
58727,58727,0.1249841,66,0,1.911665291,5388,10,0,1,0,0,0
58728,58728,0.018875817,59,0,0.341323346,4004,9,0,1,0,0,0
58729,58729,0.096361446,55,0,0.474797055,5296,8,0,1,0,1,0
58730,58730,0.515269232,50,0,0.223395502,12597.5,12,0,1,0,2,0
58731,58731,0.114484744,36,0,0.191441141,7500,20,0,1,0,0,0
58732,58732,0.104407579,79,0,0.352389878,3200,6,0,1,0,0,0
58733,58733,0.484438305,52,0,0.57520261,9500,14,0,3,0,3,0
58734,58734,0.314650891,40,0,1.911665291,1,8,0,3,0,2,0
58735,58735,0.456446219,56,0,0.338632274,3333,12,0,0,0,2,0
58736,58736,0.12904946,65,0,1.911665291,5388,3,0,1,0,0,0
58737,58737,0.189925765,65,0,0.434930746,12597.5,11,0,2,0,0,0
58738,58738,0.759447284,60,0,1.911665291,5388,9,0,3,0,4,0
58739,58739,0.474511623,42,0,0.219421002,9360,6,0,2,0,1,0
58740,58740,0.09495023,62,0,0.341329335,2000,3,0,1,0,1,0
58741,58741,0,90,0,0,2500,3,0,0,0,1,0
58742,58742,0.267899449,42,0,0.3116802,1600,5,0,0,0,0,0
58743,58743,0.013543032,35,0,0.742892846,3200,8,0,2,0,0,0
58744,58744,1.158218126,70,2,0.382465544,2611,6,0,0,1,0,1
58745,58745,0.032364949,48,0,0.304861427,2200,7,0,1,0,1,0
58746,58746,0,63,0,0.207253886,12597.5,5,0,1,0,1,0
58747,58747,0.601499803,30,0,0.763078354,4300,12,0,1,0,0,0
58748,58748,0.999148292,50,0,0.371006199,6290,8,0,0,0,1,0
58749,58749,0.170163804,53,0,0.43281075,3571,19,0,2,0,1,0
58750,58750,0.9999999,37,0,0.997333778,6000,5,0,3,0,2,0
58751,58751,0.112992938,41,0,0.394569989,6150,4,0,1,0,3,0
58752,58752,0.086583221,65,0,0.162019348,12300,6,0,1,0,1,0
58753,58753,0.025207422,88,1,0.011996572,3500,9,0,0,0,0,0
58754,58754,0.917833232,43,0,0.868754164,1500,4,0,0,0,0,0
58755,58755,0.007765053,63,0,1.911665291,5388,20,0,1,0,0,0
58756,58756,0.022119056,78,0,0.095419484,10500,16,0,1,0,0,0
58757,58757,0.121639038,40,0,0.375082399,4550,5,0,0,0,0,0
58758,58758,0.122033178,39,0,0.632177327,12225,18,0,5,0,1,0
58759,58759,0.056457445,63,0,1.911665291,5388,12,0,2,0,0,0
58760,58760,0.008301299,79,0,0.093581284,5000,10,0,0,0,0,0
58761,58761,0.006719462,24,0,1.911665291,5388,1,0,0,0,0,0
58762,58762,0.619035851,39,1,0.215641791,8374,11,0,0,1,1,0
58763,58763,0.032452359,72,0,0.189265041,5700,14,0,1,0,0,0
58764,58764,1.00310327,41,0,0.654869026,5000,5,0,2,0,2,1
58765,58765,0.267438285,39,0,1.911665291,5388,13,0,1,0,1,0
58766,58766,0.183887968,65,2,0.173637727,6000,12,0,1,0,0,0
58767,58767,0.016475406,63,0,0.235809524,5249,5,0,1,0,3,0
58768,58768,0.023585409,52,0,0.174679213,11689,13,0,2,0,2,0
58769,58769,0.100886852,38,0,0.163229596,8000,6,0,1,0,0,0
58770,58770,0.070201264,76,0,0.443599218,4600,10,0,1,0,0,0
58771,58771,0.669466565,55,0,0.284454104,7821,8,0,1,0,1,0
58772,58772,0.963103788,53,0,0.362875469,12597.5,10,0,2,0,0,0
58773,58773,0.052832591,67,0,0.364386605,6300,4,0,1,0,0,0
58774,58774,0.210413999,40,0,0.264294282,2500,5,0,1,1,3,0
58775,58775,0,62,0,0.146426787,2000,2,0,0,0,0,0
58776,58776,0.841918779,59,0,1.911665291,5388,11,0,2,0,0,0
58777,58777,0.568898469,46,0,0.372448271,7200,7,1,1,0,4,0
58778,58778,0.209643683,48,3,0.41320462,5800,14,0,1,1,1,0
58779,58779,0.021172529,81,2,0.377366518,4700,9,0,1,0,0,0
58780,58780,0,43,1,0.220253912,3386,13,0,1,0,0,0
58781,58781,0.9999999,64,0,0,5388,0,0,0,0,0,0
58782,58782,0.045789946,62,0,0.013367282,1570,2,0,0,0,1,0
58783,58783,0.677686446,47,0,0.937172775,4583,9,0,3,0,0,0
58784,58784,0.036516481,60,0,0.01095576,9583,8,0,0,0,1,0
58785,58785,0.28377713,35,0,0.512774939,4500,6,0,1,0,0,0
58786,58786,0.50478897,59,2,1.911665291,5388,14,0,2,1,0,1
58787,58787,0.237564313,64,0,1.911665291,5388,17,0,1,0,1,0
58788,58788,0.038452439,56,0,1.911665291,5388,11,0,1,0,0,0
58789,58789,0,24,0,0.633373934,820,3,0,0,0,0,0
58790,58790,0.9999999,55,1,0.105694153,5250,0,1,0,1,0,0
58791,58791,0.028742814,27,0,0.058451472,4584,4,0,0,0,0,0
58792,58792,0.139987827,29,0,0.27815021,8800,8,0,4,0,0,0
58793,58793,0.602572853,58,0,0.856535866,4000,9,0,2,0,0,0
58794,58794,0.257097538,89,0,1.911665291,0,6,0,0,0,0,0
58795,58795,0.176933841,46,0,0.842831434,1666,11,0,1,0,1,0
58796,58796,0.025608325,69,0,0.334583177,8000,10,0,3,0,0,0
58797,58797,0.412205259,55,3,0.518883415,7916,20,0,5,1,0,0
58798,58798,0.160694644,44,0,0.027686983,5200,4,0,0,0,1,0
58799,58799,0.854913426,68,1,0.153682377,10332,10,0,0,0,1,0
58800,58800,0.922426107,30,0,0.378766141,3484,8,0,1,0,1,0
58801,58801,0.413770802,45,1,0.343640391,10833,13,0,1,0,2,0
58802,58802,0,58,0,0.262217409,12597.5,8,0,3,0,0,0
58803,58803,0,38,0,0.282471753,10000,10,0,1,0,2,0
58804,58804,0.02413269,63,0,1.911665291,0,4,0,0,0,0,0
58805,58805,0.040594726,55,0,0.015930113,7783,16,0,0,0,1,0
58806,58806,0,54,1,0.481802426,7500,5,0,1,0,0,1
58807,58807,0.080542579,62,0,0.069976001,12597.5,11,0,1,0,1,0
58808,58808,0.128123519,70,0,0.606784158,10553,11,0,4,0,0,0
58809,58809,0.931105963,41,1,0.291453493,11922,7,1,1,0,4,0
58810,58810,0.755219539,32,1,0.541331383,4100,20,0,2,0,1,0
58811,58811,0.012355006,31,0,0.00239952,3333,2,0,0,0,0,0
58812,58812,0.314058769,63,0,0.311222817,9150,11,0,1,0,0,0
58813,58813,0.9999999,43,0,0.06107368,4600,5,0,0,0,0,0
58814,58814,0.884682042,44,0,0.386661334,10000,2,0,1,0,2,0
58815,58815,0.030502567,66,0,0.019245189,4000,13,0,0,0,0,0
58816,58816,0.311356495,31,0,0.356008626,5100,12,0,0,0,2,0
58817,58817,0.9999999,60,1,0.447809468,3400,5,3,1,0,2,1
58818,58818,0.000450442,49,0,0.00119976,5000,11,0,0,0,1,0
58819,58819,0.894215191,42,0,0.761354582,7529,13,0,3,0,2,1
58820,58820,0,70,0,0.047363435,6333,5,0,0,0,1,0
58821,58821,0.021086969,49,0,0.332217013,10450,8,0,2,0,3,0
58822,58822,0.001602393,61,0,0.355582898,3250,12,0,1,0,1,1
58823,58823,0.061440024,59,1,0.32618683,11100,13,0,1,0,0,0
58824,58824,0.099312348,40,0,0.822947663,11425,9,0,6,0,0,0
58825,58825,0.092989668,27,0,0.184191955,2833,3,0,0,0,0,0
58826,58826,0.011402301,58,0,0.146578872,3492,8,0,0,0,1,0
58827,58827,0.079184163,62,0,1.911665291,5388,1,0,0,0,0,0
58828,58828,0,57,0,0,5833,5,0,0,0,2,0
58829,58829,0.40666237,47,0,0.804335653,12500,28,0,4,0,0,0
58830,58830,0.003153709,35,0,0.019495126,4000,7,0,0,0,0,0
58831,58831,0.89975358,43,0,0.402633114,12000,14,0,2,0,0,0
58832,58832,0.096894824,53,0,0.352212618,7750,10,0,1,0,0,0
58833,58833,0.661006067,62,0,1.911665291,5388,13,0,1,0,0,0
58834,58834,0.068843212,54,0,0.029411765,1733,3,0,0,0,0,0
58835,58835,0.9999999,62,0,0.051260737,3608,1,3,0,1,1,1
58836,58836,0.28456058,50,0,1.911665291,5388,11,0,4,0,2,1
58837,58837,1.028555111,52,1,1.911665291,5388,6,2,1,2,0,0
58838,58838,0.9999999,41,0,0.121334409,3716,1,0,0,0,1,0
58839,58839,0.348734171,81,0,0.881355932,2300,10,0,1,0,0,0
58840,58840,0.181446701,61,0,0.343505297,8683,17,0,2,0,0,0
